group,line,priority,Investigator,NASA.Log,obsorturl,rflurl,rflhdr,Site.Name,pixel.size..m.,solar.azimuth,solar.elevation,start_time,line_id
2017-08-07_1,ang20170807t231554,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170807t231554.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t231554rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t231554rfl.hdr,AVng_185A-185Z_FL184,4.9,243.66,59.61,2017/08/07 23:15:54+00,2629
2017-08-07_7,ang20170807t232724,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170807t232724.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t232724rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t232724rfl.hdr,AVng_182A-182D_FL186,4.9,246.57,61.05,2017/08/07 23:27:24+00,2630
2017-08-07_7,ang20170807t234511,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170807t234511.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t234511rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170807t234511rfl.hdr,AVng_184A-184D_FL186,4.8,250.87,62.86,2017/08/07 23:45:11+00,2631
2017-08-08_1,ang20170808t162303,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t162303.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t162303rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t162303rfl.hdr,AVng_158A-158D_FL180,5.1,120.21,56.86,2017/08/08 16:23:03+00,2632
2017-08-08_2,ang20170808t164122,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t164122.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t164122rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t164122rfl.hdr,AVng_158D-158Z_FL180,5,125.35,54.36,2017/08/08 16:41:22+00,2633
2017-08-08_3,ang20170808t165735,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t165735.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t165735rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t165735rfl.hdr,AVng_141A-141Z_FL181,5,129.63,52.43,2017/08/08 16:57:35+00,2634
2017-08-08_4,ang20170808t170655,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t170655.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t170655rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t170655rfl.hdr,AVng_156A-156Z_FL183,5,131.15,52.04,2017/08/08 17:06:55+00,2635
2017-08-08_3,ang20170808t172216,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t172216.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t172216rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t172216rfl.hdr,AVng_142A-142Z_FL183,5,136.63,50.09,2017/08/08 17:22:16+00,2636
2017-08-08_5,ang20170808t174449,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t174449.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t174449rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t174449rfl.hdr,AVng_146A-146Z_FL182,5,144.34,47.59,2017/08/08 17:44:49+00,2637
2017-08-08_5,ang20170808t180206,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t180206.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t180206rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t180206rfl.hdr,AVng_147A-147Z_FL182,5,149.54,46.01,2017/08/08 18:02:06+00,2638
2017-08-08_6,ang20170808t181455,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t181455.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t181455rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t181455rfl.hdr,AVng_143D-143Z_FL182,5,153.5,44.57,2017/08/08 18:14:55+00,2639
2017-08-08_7,ang20170808t184540,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t184540.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t184540rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t184540rfl.hdr,AVng_143A-143D_FL185,4.9,163.66,42.17,2017/08/08 18:45:40+00,2640
2017-08-08_7,ang20170808t190723,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t190723.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t190723rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t190723rfl.hdr,AB_B07_L001_FL188_FtMcMurray,4.9,171.27,41.48,2017/08/08 19:07:23+00,2641
2017-08-08_7,ang20170808t192646,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t192646.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t192646rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t192646rfl.hdr,AB_B07_L002_FL188_FtMcMurray,4.9,178.39,41.27,2017/08/08 19:26:46+00,2642
2017-08-08_7,ang20170808t194546,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t194546.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t194546rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t194546rfl.hdr,AB_B07_L003_FL188_FtMcMurray,4.9,185.29,41.38,2017/08/08 19:45:46+00,2643
2017-08-08_7,ang20170808t221128,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t221128.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t221128rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t221128rfl.hdr,AB_B07_L004_FL188_FtMcMurray,4.9,232.75,51.06,2017/08/08 22:11:28+00,2644
2017-08-08_7,ang20170808t225006,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t225006.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t225006rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t225006rfl.hdr,AB_B07_L006_FL188_FtMcMurray,4.9,242.92,55.51,2017/08/08 22:50:06+00,2646
2017-08-08_7,ang20170808t230848,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t230848.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t230848rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t230848rfl.hdr,AB_B07_L007_FL188_FtMcMurray,4.9,247.55,57.83,2017/08/08 23:08:48+00,2647
2017-08-08_6,ang20170808t234112,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170808t234112.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t234112rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170808t234112rfl.hdr,AVng_148A-148Z_FL183,5,255.13,62.46,2017/08/08 23:41:12+00,2648
2017-08-09_1,ang20170809t181931,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170809t181931.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t181931rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t181931rfl.hdr,AVng_190A-190B_FL177,5.2,139.15,54.58,2017/08/09 18:19:31+00,2649
2017-08-09_2,ang20170809t185525,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170809t185525.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t185525rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t185525rfl.hdr,AVng_307D-307G_FL178,5.2,147.1,54.18,2017/08/09 18:55:25+00,2650
2017-08-09_3,ang20170809t191535,1,Charles Miller,17M039h,https://popo.jpl.nasa.gov/avng/y17/ang20170809t191535.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t191535rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t191535rfl.hdr,AVng_307A-307D_FL180,5.1,151.5,53.96,2017/08/09 19:15:35+00,2651
2017-08-09_4,ang20170809t195856,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170809t195856.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t195856rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t195856rfl.hdr,AVng_306A-306Z_FL176,5.2,160.87,52.8,2017/08/09 19:58:56+00,2652
2017-08-09_5,ang20170809t200748,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170809t200748.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t200748rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t200748rfl.hdr,AVng_305A-305Z_FL189,5.2,161.61,52.48,2017/08/09 20:07:48+00,2653
2017-08-09_5,ang20170809t202607,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170809t202607.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t202607rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t202607rfl.hdr,AVng_304A-304Z_FL191,4.8,167.23,52.04,2017/08/09 20:26:07+00,2654
2017-08-09_6,ang20170809t205138,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170809t205138.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t205138rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t205138rfl.hdr,AVng_303A-303Z_FL177,5.1,177.31,52.23,2017/08/09 20:51:38+00,2655
2017-08-09_6,ang20170809t205538,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170809t205538.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t205538rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t205538rfl.hdr,AVng_302A-302Z_FL177,5.1,178.87,52.39,2017/08/09 20:55:38+00,2656
2017-08-09_8,ang20170809t211931,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170809t211931.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t211931rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t211931rfl.hdr,AVng_301A-301Z_FL175,5.2,184.77,52.72,2017/08/09 21:19:31+00,2658
2017-08-09_7,ang20170809t230902,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170809t230902.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t230902rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t230902rfl.hdr,AVng_314A-314Z_FL177,5.2,217.85,57.02,2017/08/09 23:09:02+00,2659
2017-08-09_7,ang20170809t232252,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170809t232252.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t232252rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t232252rfl.hdr,AVng_198A-198Z_FL177,5.2,221.83,57.75,2017/08/09 23:22:52+00,2660
2017-08-09_9,ang20170809t233721,1,Charles Miller,17M039g,https://popo.jpl.nasa.gov/avng/y17/ang20170809t233721.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t233721rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170809t233721rfl.hdr,AB_B05_L010_FL175_MackenzieDelta,5.2,224.36,58.64,2017/08/09 23:37:21+00,2661
2017-08-10_1,ang20170810t172035,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170810t172035.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t172035rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t172035rfl.hdr,AVng_182D-182G_FL188,4.9,138.38,54.06,2017/08/10 17:20:35+00,2662
2017-08-10_2,ang20170810t173955,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170810t173955.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t173955rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t173955rfl.hdr,AVng_182G-182Z_FL189,4.8,144.97,52.93,2017/08/10 17:39:55+00,2663
2017-08-10_2,ang20170810t174624,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170810t174624.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t174624rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t174624rfl.hdr,AVng_186A-186Z_FL188,4.8,147.47,52.63,2017/08/10 17:46:24+00,2664
2017-08-10_2,ang20170810t175423,1,Charles Miller,17M039i,https://popo.jpl.nasa.gov/avng/y17/ang20170810t175423.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t175423rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t175423rfl.hdr,AVng_183A-183Z_FL189,4.8,149.84,52.21,2017/08/10 17:54:23+00,2665
2017-08-10_3,ang20170810t192737,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170810t192737.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t192737rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t192737rfl.hdr,AVng_263A-263Z_FL182,5.1,165.69,46.77,2017/08/10 19:27:37+00,2666
2017-08-10_3,ang20170810t193940,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170810t193940.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t193940rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t193940rfl.hdr,AVng_264A-264Z_FL182,5.1,169.85,46.41,2017/08/10 19:39:40+00,2667
2017-08-10_4,ang20170810t195041,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170810t195041.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t195041rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t195041rfl.hdr,AVng_265A-265Z_FL184,5.1,174.49,45.97,2017/08/10 19:50:41+00,2668
2017-08-10_4,ang20170810t200031,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170810t200031.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t200031rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t200031rfl.hdr,AVng_261A-261Z_FL184,5,176.98,45.63,2017/08/10 20:00:31+00,2669
2017-08-10_5,ang20170810t201717,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170810t201717.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t201717rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t201717rfl.hdr,AVng_262A-262Z_FL193,4.8,183,45.16,2017/08/10 20:17:17+00,2670
2017-08-10_5,ang20170810t203324,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170810t203324.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t203324rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t203324rfl.hdr,AVng_266B-266Z_FL194,4.7,188.9,45.27,2017/08/10 20:33:24+00,2671
2017-08-10_6,ang20170810t205019,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170810t205019.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t205019rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t205019rfl.hdr,AVng_266A-266B_FL193,4.8,194.19,45.23,2017/08/10 20:50:19+00,2672
2017-08-10_7,ang20170810t233116,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170810t233116.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t233116rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170810t233116rfl.hdr,AVng_282A-282Z_FL185,5,239.21,56.76,2017/08/10 23:31:16+00,2673
2017-08-11_1,ang20170811t001104,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170811t001104.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t001104rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t001104rfl.hdr,AVng_195D-195G_FL195,4.7,252.47,63.86,2017/08/11 00:11:04+00,2674
2017-08-11_2,ang20170811t003110,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170811t003110.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t003110rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t003110rfl.hdr,AVng_195G-195K_FL183,5.1,258.68,66.93,2017/08/11 00:31:10+00,2675
2017-08-11_3,ang20170811t192639,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170811t192639.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t192639rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t192639rfl.hdr,AB_B07_L012_FL188_FtMcMurray,4.9,178.56,42.4,2017/08/11 19:26:39+00,2679
2017-08-11_3,ang20170811t210417,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170811t210417.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t210417rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t210417rfl.hdr,AB_B08_L009_FL187_FtMcMurray,4.9,212.25,45.58,2017/08/11 21:04:17+00,2685
2017-08-11_3,ang20170811t211724,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170811t211724.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t211724rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t211724rfl.hdr,AB_B08_L008_FL187_FtMcMurray,4.9,216.42,46.57,2017/08/11 21:17:24+00,2686
2017-08-11_3,ang20170811t212940,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170811t212940.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t212940rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t212940rfl.hdr,AB_B08_L007_FL187_FtMcMurray,4.9,220.23,47.59,2017/08/11 21:29:40+00,2687
2017-08-11_3,ang20170811t214252,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170811t214252.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t214252rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t214252rfl.hdr,AB_B08_L006_FL187_FtMcMurray,4.9,224.18,48.77,2017/08/11 21:42:52+00,2688
2017-08-11_3,ang20170811t215536,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170811t215536.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t215536rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t215536rfl.hdr,AB_B08_L005_FL187_FtMcMurray,4.9,227.92,50.01,2017/08/11 21:55:36+00,2689
2017-08-11_3,ang20170811t220814,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170811t220814.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t220814rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t220814rfl.hdr,AB_B08_L004_FL187_FtMcMurray,4.9,231.46,51.3,2017/08/11 22:08:14+00,2690
2017-08-11_3,ang20170811t222101,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170811t222101.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t222101rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170811t222101rfl.hdr,AB_B08_L003_FL187_FtMcMurray,4.9,234.98,52.69,2017/08/11 22:21:01+00,2691
2017-08-12_1,ang20170812t180805,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t180805.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t180805rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t180805rfl.hdr,AB_B08_L002_FL187_FtMcMurray,4.9,150.95,45.01,2017/08/12 18:08:05+00,2692
2017-08-12_1,ang20170812t182138,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t182138.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t182138rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t182138rfl.hdr,AB_B08_L001_FL187_FtMcMurray,4.9,155.46,44.15,2017/08/12 18:21:38+00,2693
2017-08-12_2,ang20170812t184250,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t184250.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t184250rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t184250rfl.hdr,AB_B07_L012_FL188_FtMcMurray,5,163.18,43.62,2017/08/12 18:42:50+00,2694
2017-08-12_1,ang20170812t190350,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t190350.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t190350rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t190350rfl.hdr,AB_B07_L005_FL188_FtMcMurray,5,170.47,42.82,2017/08/12 19:03:50+00,2695
2017-08-12_1,ang20170812t192734,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t192734.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t192734rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t192734rfl.hdr,AB_B09_L007_FL190_FtMcMurray,4.9,177.89,42.22,2017/08/12 19:27:34+00,2696
2017-08-12_1,ang20170812t193509,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t193509.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t193509rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t193509rfl.hdr,AB_B09_L006_FL190_FtMcMurray,4.8,180.64,42.18,2017/08/12 19:35:09+00,2697
2017-08-12_1,ang20170812t194422,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t194422.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t194422rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t194422rfl.hdr,AB_B09_L005_FL190_FtMcMurray,4.9,183.99,42.21,2017/08/12 19:44:22+00,2698
2017-08-12_1,ang20170812t195230,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t195230.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t195230rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t195230rfl.hdr,AB_B09_L004_FL190_FtMcMurray,4.8,186.94,42.3,2017/08/12 19:52:30+00,2699
2017-08-12_1,ang20170812t200023,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t200023.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t200023rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t200023rfl.hdr,AB_B09_L003_FL190_FtMcMurray,4.8,189.78,42.44,2017/08/12 20:00:23+00,2700
2017-08-12_1,ang20170812t200826,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t200826.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t200826rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t200826rfl.hdr,AB_B09_L002_FL190_FtMcMurray,4.8,192.69,42.63,2017/08/12 20:08:26+00,2701
2017-08-12_1,ang20170812t201613,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t201613.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t201613rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t201613rfl.hdr,AB_B09_L001_FL190_FtMcMurray,4.8,195.46,42.87,2017/08/12 20:16:13+00,2702
2017-08-12_1,ang20170812t202854,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t202854.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t202854rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t202854rfl.hdr,AVng_145A-145Z_FL187,4.9,200.89,43.35,2017/08/12 20:28:54+00,2703
2017-08-12_3,ang20170812t205537,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t205537.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t205537rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t205537rfl.hdr,AVng_102A-102Z_FL189,4.9,212.87,45.78,2017/08/12 20:55:37+00,2704
2017-08-12_3,ang20170812t210247,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t210247.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t210247rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t210247rfl.hdr,AVng_101A-101Z_FL189,4.9,215.03,46.45,2017/08/12 21:02:47+00,2705
2017-08-12_3,ang20170812t210921,1,Charles Miller,17M039m,https://popo.jpl.nasa.gov/avng/y17/ang20170812t210921.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t210921rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170812t210921rfl.hdr,AVng_101Z-102A_FL189,4.9,217.15,46.92,2017/08/12 21:09:21+00,2706
2017-08-13_1,ang20170813t204551,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170813t204551.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170813t204551rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170813t204551rfl.hdr,AB_Bathy_B01_L010_FL175_BigIsland,5.2,198.11,47.83,2017/08/13 20:45:51+00,2707
2017-08-13_1,ang20170813t205857,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170813t205857.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170813t205857rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170813t205857rfl.hdr,AB_Bathy_B01_L009_FL175_BigIsland,5.2,202.3,48.35,2017/08/13 20:58:57+00,2708
2017-08-13_1,ang20170813t211221,1,Charles Miller,17M039l,https://popo.jpl.nasa.gov/avng/y17/ang20170813t211221.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170813t211221rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170813t211221rfl.hdr,AB_Bathy_B01_L008_FL175_BigIsland,5.2,206.51,49,2017/08/13 21:12:21+00,2709
