group,line,priority,Investigator,NASA.Log,obsorturl,rflurl,rflhdr,Site.Name,pixel.size..m.,solar.azimuth,solar.elevation,start_time,line_id
2016-01-28_1,ang20160128t054914,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160128t054914.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160128t054914rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160128t054914rfl.hdr,"Wajrakarur, India",4,38.03,150.67,2016/01/28 05:49:14+00,1236
2016-01-28_1,ang20160128t055625,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160128t055625.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160128t055625rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160128t055625rfl.hdr,"Wajrakarur, India",4.1,37.18,153.18,2016/01/28 05:56:25+00,1237
2016-01-28_2,ang20160128t063030,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160128t063030.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160128t063030rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160128t063030rfl.hdr,"Hutti Muski, India",7.3,35.62,165.5,2016/01/28 06:30:30+00,1238
2016-01-28_2,ang20160128t064207,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160128t064207.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160128t064207rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160128t064207rfl.hdr,"Hutti Muski, India",7.4,35.05,170.05,2016/01/28 06:42:07+00,1239
2016-01-28_2,ang20160128t065419,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160128t065419.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160128t065419rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160128t065419rfl.hdr,"Hutti Muski, India",7.3,34.67,175.14,2016/01/28 06:54:19+00,1240
2016-01-29_1,ang20160129t050554,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160129t050554.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160129t050554rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160129t050554rfl.hdr,"Hutti Muski, India",4,45.3,137.94,2016/01/29 05:05:54+00,1241
2016-01-29_1,ang20160129t051857,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160129t051857.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160129t051857rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160129t051857rfl.hdr,"Hutti Muski, India",4,43.27,141.33,2016/01/29 05:18:57+00,1242
2016-01-29_1,ang20160129t053105,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160129t053105.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160129t053105rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160129t053105rfl.hdr,"Hutti Muski, India",4.1,41.55,144.72,2016/01/29 05:31:05+00,1243
2016-01-29_1,ang20160129t054432,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160129t054432.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160129t054432rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160129t054432rfl.hdr,"Hutti Muski, India",4.1,39.79,148.84,2016/01/29 05:44:32+00,1244
2016-02-02_1,ang20160202t060649,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160202t060649.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t060649rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t060649rfl.hdr,"Ambaji, India",7.9,45.23,154.11,2016/02/02 06:06:49+00,1245
2016-02-02_1,ang20160202t062725,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160202t062725.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t062725rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t062725rfl.hdr,"Ambaji, India",8.1,43.4,160.72,2016/02/02 06:27:25+00,1246
2016-02-02_1,ang20160202t064322,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160202t064322.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t064322rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t064322rfl.hdr,"Ambaji, India",7.9,42.33,166.12,2016/02/02 06:43:22+00,1247
2016-02-02_1,ang20160202t065838,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160202t065838.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t065838rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t065838rfl.hdr,"Ambaji, India",8.1,41.63,171.53,2016/02/02 06:58:38+00,1248
2016-02-02_2,ang20160202t071959,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160202t071959.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t071959rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t071959rfl.hdr,"Udaipur, India",8,41.19,180.41,2016/02/02 07:19:59+00,1249
2016-02-02_1,ang20160202t073949,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160202t073949.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t073949rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t073949rfl.hdr,"Udaipur, India",8.1,41.4,187.48,2016/02/02 07:39:49+00,1250
2016-02-02_1,ang20160202t075749,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160202t075749.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t075749rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t075749rfl.hdr,"Udaipur, India",8,42.2,193.88,2016/02/02 07:57:49+00,1251
2016-02-02_2,ang20160202t081445,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160202t081445.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t081445rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t081445rfl.hdr,"Udaipur, India",8.1,43.41,199.7,2016/02/02 08:14:45+00,1252
2016-02-02_2,ang20160202t083409,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160202t083409.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t083409rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160202t083409rfl.hdr,"Udaipur, India",7.9,45.28,205.87,2016/02/02 08:34:09+00,1253
2016-02-03_1,ang20160203t055731,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160203t055731.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t055731rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t055731rfl.hdr,"Bhukia, India",4,44.71,152.51,2016/02/03 05:57:31+00,1254
2016-02-03_1,ang20160203t060655,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160203t060655.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t060655rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t060655rfl.hdr,"Bhukia, India",4,43.77,155.47,2016/02/03 06:06:55+00,1255
2016-02-03_1,ang20160203t061621,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160203t061621.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t061621rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t061621rfl.hdr,"Bhukia, India",4,42.91,158.54,2016/02/03 06:16:21+00,1256
2016-02-03_1,ang20160203t062555,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160203t062555.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t062555rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t062555rfl.hdr,"Bhukia, India",4,42.17,161.78,2016/02/03 06:25:55+00,1257
2016-02-03_1,ang20160203t063518,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160203t063518.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t063518rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t063518rfl.hdr,"Bhukia, India",4,41.54,165.03,2016/02/03 06:35:18+00,1258
2016-02-03_1,ang20160203t064430,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160203t064430.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t064430rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t064430rfl.hdr,"Bhukia, India",4,41.08,168.17,2016/02/03 06:44:30+00,1259
2016-02-03_2,ang20160203t071543,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160203t071543.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t071543rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t071543rfl.hdr,"Udaipur, India",8,41.2,179.01,2016/02/03 07:15:43+00,1260
2016-02-03_3,ang20160203t074447,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160203t074447.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t074447rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t074447rfl.hdr,"Pur-Banera, India",8.1,42.56,190.36,2016/02/03 07:44:47+00,1261
2016-02-03_3,ang20160203t075934,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160203t075934.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t075934rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t075934rfl.hdr,"Pur-Banera, India",8.1,43.33,195.42,2016/02/03 07:59:34+00,1262
2016-02-03_3,ang20160203t081329,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160203t081329.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t081329rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160203t081329rfl.hdr,"Pur-Banera, India",8.1,44.25,200.11,2016/02/03 08:13:29+00,1263
2016-02-04_1,ang20160204t062547,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160204t062547.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t062547rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t062547rfl.hdr,"Pur-Banera, India",8.1,43.49,162.41,2016/02/04 06:25:47+00,1264
2016-02-04_1,ang20160204t064144,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160204t064144.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t064144rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t064144rfl.hdr,"Jahazpur, India",8.1,42.64,168.81,2016/02/04 06:41:44+00,1265
2016-02-04_1,ang20160204t065505,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160204t065505.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t065505rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t065505rfl.hdr,"Jahazpur, India",8.1,42.08,173.57,2016/02/04 06:55:05+00,1266
2016-02-04_1,ang20160204t070941,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160204t070941.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t070941rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t070941rfl.hdr,"Jahazpur, India",8.1,41.92,178.75,2016/02/04 07:09:41+00,1267
2016-02-04_1,ang20160204t072349,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160204t072349.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t072349rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t072349rfl.hdr,"Jahazpur, India",8.1,41.87,183.94,2016/02/04 07:23:49+00,1268
2016-02-04_1,ang20160204t073848,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160204t073848.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t073848rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t073848rfl.hdr,"Jahazpur, India",8.1,42.34,189.18,2016/02/04 07:38:48+00,1269
2016-02-04_1,ang20160204t075310,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160204t075310.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t075310rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t075310rfl.hdr,"Jahazpur, India",8.1,42.94,194.24,2016/02/04 07:53:10+00,1270
2016-02-04_2,ang20160204t081544,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160204t081544.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t081544rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t081544rfl.hdr,"Kota, India",4,44.5,202.69,2016/02/04 08:15:44+00,1271
2016-02-04_2,ang20160204t082910,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160204t082910.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t082910rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160204t082910rfl.hdr,"Kota, India",4,45.75,206.86,2016/02/04 08:29:10+00,1272
2016-02-05_1,ang20160205t055344,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160205t055344.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160205t055344rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160205t055344rfl.hdr,"Kota, India",4,45.27,153.65,2016/02/05 05:53:44+00,1273
2016-02-05_1,ang20160205t060857,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160205t060857.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160205t060857rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160205t060857rfl.hdr,"Kota, India",4,43.86,158.45,2016/02/05 06:08:57+00,1274
2016-02-05_1,ang20160205t062340,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160205t062340.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160205t062340rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160205t062340rfl.hdr,"Kota, India",4,42.74,163.35,2016/02/05 06:23:40+00,1275
2016-02-05_1,ang20160205t063811,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160205t063811.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160205t063811rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160205t063811rfl.hdr,"Kota, India",4,41.93,168.37,2016/02/05 06:38:11+00,1276
2016-02-05_1,ang20160205t065233,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160205t065233.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160205t065233rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160205t065233rfl.hdr,"Kota, India",4,41.39,173.52,2016/02/05 06:52:33+00,1277
2016-02-08_1,ang20160208t060316,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160208t060316.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t060316rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t060316rfl.hdr,"Anand, India",4,42.39,151.05,2016/02/08 06:03:16+00,1278
2016-02-08_1,ang20160208t061104,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160208t061104.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t061104rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t061104rfl.hdr,"Anand, India",4,41.51,153.62,2016/02/08 06:11:04+00,1279
2016-02-08_1,ang20160208t061908,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160208t061908.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t061908rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t061908rfl.hdr,"Anand, India",4,40.74,156.28,2016/02/08 06:19:08+00,1280
2016-02-08_1,ang20160208t062935,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160208t062935.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t062935rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t062935rfl.hdr,"Anand, India",4,39.8,159.98,2016/02/08 06:29:35+00,1281
2016-02-08_1,ang20160208t063818,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160208t063818.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t063818rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t063818rfl.hdr,"Anand, India",4,39.19,163.09,2016/02/08 06:38:18+00,1282
2016-02-08_1,ang20160208t064659,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160208t064659.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t064659rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t064659rfl.hdr,"Anand, India",4,38.7,166.29,2016/02/08 06:46:59+00,1283
2016-02-08_2,ang20160208t070843,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160208t070843.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t070843rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t070843rfl.hdr,"Shoolpaneshwar, India",4.1,36.93,175.67,2016/02/08 07:08:43+00,1284
2016-02-08_2,ang20160208t072124,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160208t072124.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t072124rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t072124rfl.hdr,"Shoolpaneshwar, India",4,36.84,180.85,2016/02/08 07:21:24+00,1285
2016-02-08_2,ang20160208t073349,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160208t073349.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t073349rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t073349rfl.hdr,"Shoolpaneshwar, India",4.1,37,185.78,2016/02/08 07:33:49+00,1286
2016-02-08_2,ang20160208t074610,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160208t074610.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t074610rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t074610rfl.hdr,"Shoolpaneshwar, India",4,37.43,190.74,2016/02/08 07:46:10+00,1287
2016-02-08_2,ang20160208t075849,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160208t075849.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t075849rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t075849rfl.hdr,"Shoolpaneshwar, India",4.1,38.07,195.56,2016/02/08 07:58:49+00,1288
2016-02-08_2,ang20160208t081158,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160208t081158.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t081158rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160208t081158rfl.hdr,"Shoolpaneshwar, India",4,39.04,200.5,2016/02/08 08:11:58+00,1289
2016-02-09_1,ang20160209t055217,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160209t055217.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160209t055217rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160209t055217rfl.hdr,"Vansda, India",4.1,41.65,147,2016/02/09 05:52:17+00,1290
2016-02-09_1,ang20160209t060008,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160209t060008.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160209t060008rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160209t060008rfl.hdr,"Vansda, India",4,40.7,149.46,2016/02/09 06:00:08+00,1291
2016-02-09_1,ang20160209t060746,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160209t060746.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160209t060746rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160209t060746rfl.hdr,"Vansda, India",4.1,39.83,151.94,2016/02/09 06:07:46+00,1292
2016-02-09_2,ang20160209t064011,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160209t064011.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160209t064011rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160209t064011rfl.hdr,"Jhadia, India",8.1,37.88,163.46,2016/02/09 06:40:11+00,1293
2016-02-09_2,ang20160209t065345,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160209t065345.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160209t065345rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160209t065345rfl.hdr,"Jhadia, India",8.1,37.05,168.83,2016/02/09 06:53:45+00,1294
2016-02-09_2,ang20160209t072132,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160209t072132.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160209t072132rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160209t072132rfl.hdr,"Jhadia, India",8.1,36.43,179.98,2016/02/09 07:21:32+00,1295
2016-02-10_1,ang20160210t061239,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160210t061239.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t061239rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t061239rfl.hdr,"Desalpar, India",5,42.85,151.35,2016/02/10 06:12:39+00,1296
2016-02-10_1,ang20160210t062002,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160210t062002.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t062002rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t062002rfl.hdr,"Desalpar, India",5,42.07,153.76,2016/02/10 06:20:02+00,1297
2016-02-10_1,ang20160210t062840,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160210t062840.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t062840rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t062840rfl.hdr,"Desalpar, India",5,41.27,156.64,2016/02/10 06:28:40+00,1298
2016-02-10_1,ang20160210t063524,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160210t063524.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t063524rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t063524rfl.hdr,"Desalpar, India",5,40.7,158.99,2016/02/10 06:35:24+00,1299
2016-02-10_2,ang20160210t070427,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160210t070427.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t070427rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t070427rfl.hdr,"Surendranagar, India",4,37.5,170.65,2016/02/10 07:04:27+00,1300
2016-02-10_2,ang20160210t071741,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160210t071741.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t071741rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t071741rfl.hdr,"Surendranagar, India",4,37.07,175.93,2016/02/10 07:17:41+00,1301
2016-02-10_2,ang20160210t074211,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160210t074211.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t074211rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t074211rfl.hdr,"Surendranagar, India",4,37.14,185.77,2016/02/10 07:42:11+00,1302
2016-02-10_2,ang20160210t075422,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160210t075422.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t075422rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t075422rfl.hdr,"Surendranagar, India",4,37.58,190.55,2016/02/10 07:54:22+00,1303
2016-02-10_2,ang20160210t080717,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160210t080717.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t080717rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160210t080717rfl.hdr,"Surendranagar, India",4,38.24,195.54,2016/02/10 08:07:17+00,1304
2016-02-11_1,ang20160211t061006,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160211t061006.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160211t061006rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160211t061006rfl.hdr,"Surendranagar, India",4,41.38,150.76,2016/02/11 06:10:06+00,1305
2016-02-11_1,ang20160211t062523,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160211t062523.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160211t062523rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160211t062523rfl.hdr,"Surendranagar, India",4,39.71,155.91,2016/02/11 06:25:23+00,1306
2016-02-11_2,ang20160211t071427,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160211t071427.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160211t071427rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160211t071427rfl.hdr,"Jhadia, India",8.1,35.85,176.98,2016/02/11 07:14:27+00,1307
2016-02-11_3,ang20160211t075004,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160211t075004.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160211t075004rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160211t075004rfl.hdr,"Ahmedabad, India",8.1,37.71,190.39,2016/02/11 07:50:04+00,1308
2016-02-11_3,ang20160211t080129,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160211t080129.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160211t080129rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160211t080129rfl.hdr,"Ahmedabad, India",8.1,38.31,194.81,2016/02/11 08:01:29+00,1309
2016-02-13_1,ang20160213t055054,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160213t055054.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160213t055054rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160213t055054rfl.hdr,"Talala, Junagadh, India",4,42.53,142.29,2016/02/13 05:50:54+00,1310
2016-02-13_1,ang20160213t055812,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160213t055812.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160213t055812rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160213t055812rfl.hdr,"Talala, Junagadh, India",4,41.51,144.43,2016/02/13 05:58:12+00,1311
2016-02-14_1,ang20160214t051014,,ISRO,,https://popo.jpl.nasa.gov/avng/y16/ang20160214t051014.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160214t051014rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y16/ang20160214t051014rfl.hdr,"Ahmedabad, India",8.1,48.84,134.59,2016/02/14 05:10:14+00,1312
